,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine,Seats,age
4246,Mercedes-Benz E-Class Exclusive,5475000,32000,Diesel,Automatic,1st Owner,1950 cc,7 Seats,4
4247,Maruti Swift Dzire,428000,111298,Diesel,Manual,2nd Owner,1998 cc,5 Seats,8
4248,Hyundai i20 Magna,578000,5240,Petrol,Manual,1st Owner,1493 cc,5 Seats,4
4249,Tata Harrier XZ,1383000,66773,Diesel,Manual,1st Owner,1493 cc,5 Seats,4
4250,Hyundai i20 Magna,458000,72009,Petrol,Manual,1st Owner,1956 cc,5 Seats,7
4251,Mahindra Thar LX,1680000,5500,Petrol,Manual,1st Owner,1373 cc,5 Seats,1
4252,Audi Q5 30,2390000,56500,Diesel,Automatic,1st Owner,1498 cc,5 Seats,7
4253,Mercedes-Benz C-Class Progressive,4375000,40200,Diesel,Automatic,1st Owner,1196 cc,5 Seats,3
4254,Mini 3 DOOR,4375000,4200,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,5
4255,Hyundai i20 Asta,1059000,13980,Diesel,Manual,2nd Owner,1197 cc,7 Seats,3
4256,Mahindra TUV 300,507000,39563,Diesel,Manual,1st Owner,1198 cc,5 Seats,7
4257,Tata Harrier XZ,1922000,20499,Diesel,Manual,1st Owner,814 cc,5 Seats,3
4258,Maruti Ciaz VXi,539000,39967,Petrol,Manual,1st Owner,2179 cc,5 Seats,7
4259,Honda Amaze V,597000,87593,Diesel,Automatic,2nd Owner,1582 cc,5 Seats,5
4260,Ford Aspire 1.2,392000,41717,Petrol,Manual,1st Owner,1968 cc,7 Seats,8
4261,Maruti Swift VXI,598000,18946,Petrol,Manual,1st Owner,1984 cc,7 Seats,2
4262,Maruti Baleno 1.2,491000,93428,Petrol,Manual,1st Owner,1493 cc,5 Seats,6
4263,Volkswagen Polo 1.2,390000,44000,Petrol,Manual,1st Owner,1248 cc,5 Seats,9
4264,Hyundai EON Magna,217000,37646,Petrol,Manual,2nd Owner,1462 cc,5 Seats,9
4265,Mahindra XUV500 W6,659000,31188,Diesel,Manual,1st Owner,1998 cc,5 Seats,8
4266,Hyundai Verna 1.6,450000,78960,Diesel,Manual,2nd Owner,1999 cc,5 Seats,9
4267,Audi A4 35,1480000,45500,Diesel,Automatic,1st Owner,1395 cc,5 Seats,9
4268,Audi A6 45,5780000,16000,Petrol,Automatic,0th Owner,1968 cc,5 Seats,2
4269,Hyundai Verna S,1066000,7622,Diesel,Manual,1st Owner,1968 cc,5 Seats,1
4270,Chevrolet Enjoy TCDi,327000,87365,Diesel,Manual,1st Owner,1498 cc,5 Seats,9
4271,Maruti Ertiga ZXI,1059000,13672,Petrol,Automatic,1st Owner,1968 cc,5 Seats,2
4272,Audi A4 Technology,4590000,12000,Petrol,Automatic,1st Owner,1497 cc,5 Seats,2
4273,Jaguar XF 2.0,2980000,59000,Diesel,Automatic,1st Owner,1186 cc,5 Seats,5
4274,Audi A4 30,3379999,41000,Petrol,Automatic,1st Owner,1198 cc,5 Seats,5
4275,Audi Q3 35,2390000,44600,Diesel,Automatic,1st Owner,1199 cc,5 Seats,6
4276,Audi Q3 35,1280000,38500,Diesel,Automatic,2nd Owner,1498 cc,5 Seats,10
4277,Renault Duster 1.5,615000,33809,Petrol,Manual,1st Owner,1396 cc,5 Seats,7
4278,Audi A6 35,1975000,60100,Diesel,Automatic,2nd Owner,1197 cc,5 Seats,8
4279,Ford Aspire Titanium,484999,62168,Petrol,Automatic,1st Owner,1248 cc,5 Seats,8
4280,Hyundai Grand i10,330000,79500,Diesel,Manual,1st Owner,1197 cc,5 Seats,7
4281,Nissan Micra XL,180000,43732,Petrol,Manual,1st Owner,1497 cc,5 Seats,11
4282,Honda Amaze V,570000,82200,Petrol,Automatic,1st Owner,1197 cc,5 Seats,5
4283,Ford Ecosport 1.5,455000,66001,Diesel,Manual,2nd Owner,1197 cc,5 Seats,9
4284,Hyundai i20 Sportz,335000,83204,Diesel,Manual,2nd Owner,1197 cc,5 Seats,10
4285,Maruti Baleno 1.2,575000,58516,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
4286,Maruti Ciaz ZDi,535000,93000,Diesel,Manual,1st Owner,1197 cc,5 Seats,8
4287,Hyundai Grand i10,445000,73000,Petrol,Manual,1st Owner,2143 cc,5 Seats,7
4288,Honda City 1.5,245000,47864,Petrol,Manual,1st Owner,1781 cc,5 Seats,14
4289,Maruti Baleno 1.2,688000,29000,Petrol,Manual,2nd Owner,1396 cc,5 Seats,4
4290,Hyundai i20 Magna,535000,81000,Petrol,Manual,1st Owner,1798 cc,5 Seats,6
4291,Hyundai i20 Asta,505000,69000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,8
4292,Hyundai Grand i10,434999,29000,Petrol,Automatic,1st Owner,1498 cc,5 Seats,9
4293,Hyundai Grand i10,385000,64000,Petrol,Manual,1st Owner,1399 cc,5 Seats,9
4294,Mercedes-Benz C-Class C,2975000,71000,Diesel,Automatic,2nd Owner,1197 cc,7 Seats,5
4295,Audi A4 1.8,1480000,57500,Petrol,Automatic,3rd Owner,1197 cc,5 Seats,10
4296,Hyundai i20 Sportz,335000,83000,Diesel,Manual,2nd Owner,799 cc,5 Seats,10
4297,Audi A6 35,3379999,12000,Petrol,Automatic,1st Owner,2498 cc,5 Seats,7
4298,Maruti Baleno Zeta,688000,29000,Petrol,Manual,2nd Owner,1461 cc,6 Seats,4
4299,Volkswagen Vento 1.5,345000,93000,Diesel,Manual,1st Owner,1197 cc,8 Seats,10
4300,Ford Figo Diesel,210000,90300,Diesel,Manual,1st Owner,1461 cc,5 Seats,10
4301,Hyundai Grand i10,445000,73000,Petrol,Manual,1st Owner,1198 cc,5 Seats,7
4302,Maruti Baleno 1.2,575000,58000,Petrol,Manual,1st Owner,2494 cc,5 Seats,5
4303,Renault KWID RXT,270000,65292,Petrol,Manual,1st Owner,1086 cc,5 Seats,6
4304,Mahindra Xylo E4,182000,112341,Diesel,Manual,1st Owner,1199 cc,5 Seats,14
4305,Nissan Sunny Diesel,196000,92540,Diesel,Manual,2nd Owner,1061 cc,5 Seats,11
4306,Hyundai Grand i10,359000,69470,Petrol,Manual,1st Owner,1582 cc,5 Seats,8
4307,Renault Duster 110PS,354000,45590,Diesel,Manual,2nd Owner,2143 cc,5 Seats,11
4308,Mahindra KUV 100,381000,54137,Diesel,Manual,1st Owner,1998 cc,5 Seats,5
4309,Toyota Innova 2.5,465000,60130,Diesel,Manual,2nd Owner,1248 cc,5 Seats,11
4310,Hyundai i10 Era,200999,54858,Petrol,Manual,2nd Owner,1462 cc,5 Seats,11
4311,Tata Altroz XZ,780000,11939,Petrol,Manual,1st Owner,1197 cc,5 Seats,3
4312,Maruti Wagon R,130000,41149,Petrol,Manual,1st Owner,1199 cc,5 Seats,14
4314,Mercedes-Benz GLE 250d,4575000,46100,Diesel,Automatic,1st Owner,814 cc,5 Seats,6
4315,BMW X3 xDrive,6175000,18000,Petrol,Automatic,1st Owner,1396 cc,5 Seats,2
4316,Maruti Swift VDI,288000,103992,Diesel,Manual,1st Owner,998 cc,7 Seats,11
4317,Maruti Brezza VXi,909000,1026,Petrol,Manual,1st Owner,1582 cc,5 Seats,1
4318,Hyundai Grand i10,467000,14748,Petrol,Manual,1st Owner,1368 cc,5 Seats,5
4319,Tata Altroz XZ,798000,9789,Petrol,Manual,1st Owner,2179 cc,5 Seats,3
4320,Mercedes-Benz CLA 200,1600000,56000,Diesel,Automatic,2nd Owner,1248 cc,5 Seats,8
4321,Hyundai EON Era,231000,7779,Petrol,Manual,1st Owner,1497 cc,5 Seats,8
4322,Hyundai i20 Magna,385000,81867,Diesel,Manual,4th Owner,1497 cc,5 Seats,8
4323,Maruti Wagon R,276000,85232,Petrol,Manual,2nd Owner,998 cc,5 Seats,8
4324,Hyundai Verna 1.6,361000,53416,Diesel,Manual,2nd Owner,1197 cc,5 Seats,11
4325,Jeep Compass 1.4,1689999,78000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,5
4326,Mahindra XUV500 W8,446000,91480,Diesel,Manual,1st Owner,1197 cc,5 Seats,11
4327,Maruti Swift Dzire,570000,55385,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
4328,Honda City i,675000,57264,Petrol,Manual,1st Owner,1120 cc,5 Seats,6
4329,Mahindra XUV300 W4,923000,15220,Diesel,Manual,1st Owner,998 cc,5 Seats,2
4330,Maruti Wagon R,262000,34438,Petrol,Manual,2nd Owner,1364 cc,5 Seats,9
4331,Hyundai Grand i10,417000,23931,Petrol,Manual,1st Owner,1248 cc,5 Seats,6
4332,Hyundai Xcent 1.2,355000,32423,Petrol,Manual,2nd Owner,1197 cc,5 Seats,9
4333,Maruti Ignis Sigma,516000,6944,Petrol,Manual,1st Owner,799 cc,5 Seats,2
4334,Maruti Baleno 1.2,532000,51906,Petrol,Manual,1st Owner,1498 cc,5 Seats,5
4335,Hyundai Xcent 1.1,371000,55975,Diesel,Manual,2nd Owner,1197 cc,5 Seats,8
4336,Maruti Wagon R,358000,46491,Petrol,Automatic,1st Owner,1956 cc,5 Seats,7
4337,Toyota Platinum Etios,641000,25330,Diesel,Manual,1st Owner,1968 cc,5 Seats,5
4338,Maruti Swift VDI,288000,86593,Diesel,Manual,2nd Owner,1197 cc,4 Seats,11
4339,Hyundai i20 Asta,204999,76634,Petrol,Manual,2nd Owner,796 cc,5 Seats,13
4340,Renault KWID RXT,282000,37094,Petrol,Manual,2nd Owner,1461 cc,7 Seats,5
4341,Honda Amaze S,307000,94817,Diesel,Manual,2nd Owner,624 cc,5 Seats,9
4342,Hyundai i10 Magna,137000,78841,Petrol,Manual,4th Owner,1196 cc,5 Seats,14
4343,Tata Harrier XZ,1855000,30193,Diesel,Manual,1st Owner,1493 cc,5 Seats,2
4344,Audi A4 35,3279999,43900,Diesel,Automatic,1st Owner,1396 cc,5 Seats,4
4345,Maruti Swift VXI,501999,60548,Petrol,Manual,1st Owner,936 cc,5 Seats,5
4346,Maruti Alto 800,317000,7517,Petrol,Manual,1st Owner,1197 cc,4 Seats,4
4347,Nissan Terrano XV,413999,99348,Diesel,Manual,2nd Owner,1248 cc,5 Seats,9
4348,Tata Nano Cx,0,48977,Petrol,Manual,1st Owner,1248 cc,5 Seats,12
4349,Ford Aspire 1.2,365000,86754,Petrol,Manual,1st Owner,1998 cc,5 Seats,8
4350,Mahindra TUV 300,554000,86418,Diesel,Manual,1st Owner,1798 cc,5 Seats,6
4351,Hyundai Venue SX,1002000,19540,Diesel,Manual,1st Owner,1582 cc,5 Seats,4
4352,Chevrolet Beat Diesel,126000,76529,Diesel,Manual,1st Owner,1199 cc,5 Seats,10
4353,Maruti Swift Dzire,541000,43334,Petrol,Manual,1st Owner,1248 cc,5 Seats,6
4354,Maruti Swift Dzire,428000,99515,Diesel,Manual,2nd Owner,1197 cc,5 Seats,8
4355,Maruti Vitara Brezza,682000,47264,Diesel,Manual,1st Owner,1497 cc,5 Seats,5
4356,BMW 6 Series,5580000,20800,Petrol,Automatic,1st Owner,1582 cc,5 Seats,4
4357,Audi A4 35,2080000,32000,Petrol,Automatic,1st Owner,1582 cc,5 Seats,7
4358,Hyundai Elantra CRDi,533000,87995,Diesel,Manual,2nd Owner,1197 cc,5 Seats,10
4359,Honda WR-V i-VTEC,570000,39283,Petrol,Manual,1st Owner,1591 cc,5 Seats,6
4360,Maruti Ciaz VDi,548000,76239,Diesel,Manual,2nd Owner,998 cc,5 Seats,7
4361,Hyundai i20 Sportz,767000,1040,Petrol,Manual,1st Owner,1395 cc,5 Seats,1
4362,Honda City i-VTEC,915000,22307,Petrol,Automatic,1st Owner,1498 cc,7 Seats,4
4363,Hyundai Elantra CRDi,533000,55538,Diesel,Manual,2nd Owner,1248 cc,8 Seats,10
4364,Hyundai Verna 1.6,413999,90867,Diesel,Manual,1st Owner,998 cc,5 Seats,10
4365,Maruti Ignis Sigma,491000,23302,Petrol,Manual,1st Owner,2179 cc,5 Seats,2
4366,Hyundai Verna VTVT,748000,38990,Petrol,Manual,2nd Owner,2179 cc,5 Seats,5
4367,Maruti A-Star Vxi,144000,65641,Petrol,Manual,1st Owner,1199 cc,5 Seats,13
4368,Audi A4 30,3279999,27000,Petrol,Automatic,2nd Owner,1497 cc,5 Seats,5
4369,Volkswagen Vento 1.5,345000,95129,Diesel,Manual,1st Owner,998 cc,5 Seats,10
4370,Maruti Swift Dzire,346000,135969,Diesel,Manual,1st Owner,1968 cc,5 Seats,11
4371,Maruti Wagon R,511000,23400,Petrol,Manual,3rd Owner,998 cc,7 Seats,3
4372,Mahindra Scorpio S7,1064000,55461,Diesel,Manual,1st Owner,1197 cc,5 Seats,5
4373,Mahindra Scorpio SLE,370000,72299,Diesel,Manual,1st Owner,1353 cc,5 Seats,13
4374,Honda Amaze VX,816000,5362,Petrol,Manual,1st Owner,2179 cc,5 Seats,1
4376,Maruti Wagon R,215000,66081,Petrol,Manual,1st Owner,1197 cc,5 Seats,11
4377,Audi A6 35,1980000,85000,Diesel,Automatic,1st Owner,1197 cc,7 Seats,8
4378,Maruti Wagon R,282000,131022,Petrol,Manual,1st Owner,1198 cc,5 Seats,8
4379,Maruti Swift VXI,286000,52580,Petrol,Manual,1st Owner,1197 cc,5 Seats,10
4380,Kia Seltos GTX,1695000,41714,Petrol,Automatic,1st Owner,2179 cc,5 Seats,3
4381,Mahindra XUV500 W8,429000,121446,Diesel,Manual,1st Owner,1991 cc,5 Seats,11
4382,Honda City VX,1212000,17262,Petrol,Manual,1st Owner,814 cc,5 Seats,3
4383,Maruti Swift Dzire,541000,65908,Petrol,Manual,1st Owner,1498 cc,5 Seats,6
4384,Maruti Swift VXI,598000,7282,Petrol,Manual,1st Owner,1248 cc,5 Seats,3
4385,Mahindra KUV 100,287000,69404,Petrol,Manual,2nd Owner,1197 cc,5 Seats,7
4386,Maruti Swift Dzire,408000,29265,Petrol,Manual,1st Owner,1995 cc,5 Seats,8
4387,Mahindra XUV500 R,795000,50179,Diesel,Manual,2nd Owner,799 cc,5 Seats,8
4388,Mercedes-Benz GLA Class,2646000,29774,Petrol,Automatic,1st Owner,1248 cc,5 Seats,4
4389,Hyundai EON D,161000,77896,Petrol,Manual,2nd Owner,2143 cc,5 Seats,11
4390,Honda City VX,1347000,6144,Petrol,Automatic,1st Owner,1497 cc,5 Seats,2
4391,Maruti Swift VDI,422000,88559,Diesel,Manual,2nd Owner,1198 cc,5 Seats,8
4392,Hyundai Grand i10,359000,51927,Petrol,Manual,2nd Owner,814 cc,5 Seats,7
4393,BMW 3 Series,1350000,99000,Diesel,Automatic,1st Owner,1197 cc,7 Seats,8
4394,Renault KWID RXL,275000,47000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
4395,Maruti Baleno 1.3,550000,35000,Diesel,Manual,1st Owner,1086 cc,5 Seats,5
4396,Mercedes-Benz C-Class C,975000,58000,Diesel,Automatic,1st Owner,1248 cc,5 Seats,10
4397,Honda City S,400000,48000,Petrol,Manual,1st Owner,1197 cc,5 Seats,11
4398,Honda Amaze VX,475000,45000,Petrol,Automatic,1st Owner,1998 cc,5 Seats,9
4399,Hyundai EON D,190000,60000,Petrol,Manual,2nd Owner,999 cc,5 Seats,11
4400,Hyundai i20 Magna,465000,23000,Petrol,Manual,1st Owner,1396 cc,5 Seats,9
4401,Hyundai Grand i10,459999,45000,Petrol,Manual,1st Owner,1495 cc,5 Seats,4
4402,Hyundai i10 Magna,325000,45000,Petrol,Manual,1st Owner,1198 cc,5 Seats,9
4403,Maruti Ertiga VDI,525000,58000,Diesel,Manual,1st Owner,1186 cc,5 Seats,10
4404,Hyundai i20 1.2,625000,48000,Petrol,Manual,1st Owner,1199 cc,5 Seats,5
4405,BMW 2 Series,4000000,18000,Petrol,Automatic,1st Owner,2499 cc,5 Seats,2
4406,Skoda Kushaq 1.0,1675000,16000,Petrol,Automatic,1st Owner,2143 cc,5 Seats,1
4407,Hyundai i20 Asta,465000,90000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,8
4408,Hyundai Accent GLE,250000,80000,Petrol,Manual,2nd Owner,1199 cc,5 Seats,17
4409,Tata Nexon 1.2,830000,140000,Petrol,Manual,1st Owner,1461 cc,5 Seats,5
4410,Hyundai Grand i10,400000,60000,Diesel,Manual,2nd Owner,998 cc,5 Seats,4
4411,Honda WR-V i-VTEC,900000,17000,Petrol,Manual,1st Owner,2143 cc,5 Seats,4
4412,Lexus NX 300h,4200000,111000,Petrol,Automatic,1st Owner,1061 cc,5 Seats,5
4413,Mercedes-Benz M-Class ML,2850000,38000,Diesel,Automatic,2nd Owner,1248 cc,5 Seats,8
4414,Maruti Swift VXI,385000,80000,Petrol,Manual,2nd Owner,1498 cc,5 Seats,10
4415,Honda Amaze V,600000,36500,Petrol,Manual,1st Owner,1196 cc,5 Seats,6
4416,Nissan Sunny XE,425000,55000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,5
4417,Maruti Wagon R,300000,80000,Petrol,Manual,2nd Owner,796 cc,5 Seats,7
4418,Mercedes-Benz C-Class C,620000,98000,Diesel,Automatic,2nd Owner,1198 cc,5 Seats,13
4420,Maruti Swift VDI,325000,140000,Diesel,Manual,2nd Owner,1198 cc,5 Seats,11
4421,Volkswagen Vento 1.5,360000,100000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,9
4423,Kia Seltos HTX,1500000,25000,Petrol,Automatic,1st Owner,995 cc,7 Seats,2
4424,Maruti Alto LX,110000,120000,Petrol,Manual,4th Owner,998 cc,5 Seats,14
4425,Honda Amaze E,445000,30000,Petrol,Manual,2nd Owner,796 cc,7 Seats,6
4426,Maruti Alto LX,136000,100000,Petrol,Manual,1st Owner,1497 cc,5 Seats,12
4427,Nissan Micra Active,250000,80000,Petrol,Manual,1st Owner,1461 cc,5 Seats,7
4428,Honda City i,1000000,50000,Petrol,Manual,1st Owner,1196 cc,5 Seats,7
4429,Maruti Eeco CNG,290000,40000,Cng,Manual,1st Owner,1796 cc,7 Seats,2
4430,Chevrolet Spark 1.0,0,100000,Petrol,Manual,4th Owner,1061 cc,5 Seats,14
4432,Maruti Alto 800,185000,74000,Petrol,Manual,1st Owner,1373 cc,5 Seats,9
4433,Honda BR-V i-VTEC,700000,80000,Petrol,Manual,1st Owner,1451 cc,5 Seats,6
4434,Renault Duster 85PS,650000,60000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,4
4435,Maruti Eeco 7,409999,50000,Petrol,Manual,2nd Owner,1498 cc,5 Seats,3
4436,Mercedes-Benz E-Class E,1000000,70000,Petrol,Automatic,2nd Owner,1248 cc,5 Seats,12
4437,Maruti Wagon R,220000,73000,Petrol,Manual,2nd Owner,1497 cc,5 Seats,13
4438,Hyundai i20 1.2,650000,70000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
4439,Maruti Ertiga LXI,385000,120000,Cng,Manual,3rd Owner,1798 cc,7 Seats,9
4440,MG Hector Sharp,1700000,40000,Petrol,Automatic,1st Owner,1248 cc,5 Seats,2
4441,Hyundai i20 1.2,675000,50000,Petrol,Manual,1st Owner,998 cc,5 Seats,5
4442,Honda Amaze SX,470000,70000,Diesel,Manual,2nd Owner,2179 cc,5 Seats,8
4443,Maruti Ciaz ZDi,590000,70000,Diesel,Manual,2nd Owner,2967 cc,5 Seats,8
4444,Honda City 1.5,350000,92000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,13
4445,Hyundai Grand i10,411000,60000,Petrol,Manual,1st Owner,1797 cc,5 Seats,8
4446,Skoda Superb Petrol,400000,45000,Petrol,Manual,3rd Owner,1197 cc,5 Seats,11
4447,Tata Manza Aura,135000,58000,Diesel,Manual,3rd Owner,1199 cc,5 Seats,14
4448,Maruti Wagon R,311000,90000,Petrol,Manual,1st Owner,1493 cc,5 Seats,10
4449,Tata Hexa XM,1350000,35000,Diesel,Manual,2nd Owner,1061 cc,5 Seats,4
4450,Audi A6 3.0,550000,80000,Diesel,Automatic,4th Owner,1198 cc,5 Seats,13
4451,Hyundai Grand i10,289000,80000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,9
4453,Hyundai Grand i10,350000,80000,Petrol,Manual,2nd Owner,1196 cc,5 Seats,8
4454,Chevrolet Beat LT,170000,40000,Petrol,Manual,1st Owner,1298 cc,5 Seats,12
4455,Hyundai Verna SX,1550000,32000,Diesel,Automatic,1st Owner,1198 cc,5 Seats,2
4456,Maruti Wagon R,175000,70000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,14
4457,Mahindra KUV 100,320000,80000,Diesel,Manual,2nd Owner,1197 cc,7 Seats,6
4458,Maruti Swift Dzire,700000,60000,Petrol,Manual,1st Owner,998 cc,5 Seats,2
4459,Maruti Swift 1.3,160000,130000,Petrol,Manual,4th Owner,1798 cc,4 Seats,15
4460,Maruti Eeco 5,130000,100000,Cng,Manual,4th Owner,1248 cc,7 Seats,13
4461,Maruti Swift Dzire,250000,80000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,14
4462,Nissan Micra XV,308000,80000,Petrol,Automatic,3rd Owner,624 cc,5 Seats,6
4463,Hyundai i20 Sportz,750000,30000,Petrol,Manual,1st Owner,1373 cc,5 Seats,3
4464,Hyundai i20 1.2,600000,30000,Petrol,Manual,1st Owner,1461 cc,7 Seats,5
4465,Maruti Wagon R,250000,90000,Petrol,Manual,2nd Owner,1248 cc,5 Seats,12
4466,Toyota Corolla Altis,145000,120000,Petrol,Manual,4th Owner,1196 cc,5 Seats,15
4467,Maruti Ertiga SHVS,700000,157000,Diesel,Manual,1st Owner,2982 cc,5 Seats,6
4468,Maruti Wagon R,425000,50000,Petrol,Manual,3rd Owner,1199 cc,5 Seats,3
4469,Tata Nano LX,0,15000,Petrol,Manual,2nd Owner,2953 cc,5 Seats,11
4470,Maruti Ertiga VXI,425000,90000,Petrol,Manual,4th Owner,1197 cc,5 Seats,10
4471,Renault Pulse RxL,190000,111000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,10
4472,Tata Indica Aqua,150000,120000,Diesel,Manual,1st Owner,1248 cc,5 Seats,12
4473,Maruti Eeco CNG,351000,90000,Cng,Manual,4th Owner,998 cc,5 Seats,7
4474,Toyota Fortuner 4x2,1500000,40000,Diesel,Automatic,2nd Owner,1198 cc,5 Seats,9
4475,Tata Tiago 1.2,425000,110000,Petrol,Manual,1st Owner,796 cc,5 Seats,5
4477,Hyundai Grand i10,575000,80000,Cng,Manual,2nd Owner,1497 cc,5 Seats,4
4478,Maruti Swift Dzire,399000,100000,Petrol,Manual,3rd Owner,796 cc,5 Seats,10
4480,Maruti Alto K10,350000,70000,Petrol,Manual,1st Owner,998 cc,5 Seats,4
4481,Tata Nexon 1.2,750000,100000,Petrol,Manual,1st Owner,2143 cc,5 Seats,3
4482,Maruti Alto 800,235000,50000,Cng,Manual,2nd Owner,799 cc,5 Seats,7
4483,Hyundai i20 Era,380000,90000,Petrol,Manual,1st Owner,1086 cc,5 Seats,9
4484,Honda City 1.5,275000,120000,Petrol,Manual,4th Owner,1086 cc,7 Seats,12
4485,Maruti Alto LXi,151000,90000,Petrol,Manual,3rd Owner,998 cc,5 Seats,11
4487,Maruti A-Star Vxi,165000,100000,Petrol,Manual,2nd Owner,998 cc,5 Seats,13
4488,Mercedes-Benz C-Class 220,1200000,68551,Diesel,Automatic,1st Owner,1248 cc,7 Seats,10
4489,Renault KWID RXT,450000,20000,Petrol,Manual,1st Owner,1984 cc,5 Seats,2
4490,Hyundai Santro Xing,250000,100000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,9
4491,Hyundai Santro Xing,160000,90000,Petrol,Manual,3rd Owner,2446 cc,7 Seats,15
4492,Maruti Wagon R,180000,90000,Cng,Manual,2nd Owner,1061 cc,5 Seats,13
4493,Hyundai Verna 1.6,200000,100000,Petrol,Manual,1st Owner,2755 cc,5 Seats,14
4494,Maruti Wagon R,350000,83000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,8
4495,Maruti Ertiga VDI,450000,120000,Diesel,Manual,2nd Owner,1248 cc,5 Seats,9
4496,Volvo V40 Cross,1300000,50000,Diesel,Automatic,2nd Owner,1997 cc,5 Seats,9
4497,Hyundai Grand i10,450000,80000,Petrol,Manual,3rd Owner,1197 cc,5 Seats,5
4499,Maruti Wagon R,125000,60000,Petrol,Manual,2nd Owner,1498 cc,4 Seats,16
4500,Toyota Fortuner 2.8,2701000,114000,Diesel,Manual,1st Owner,1199 cc,5 Seats,6
4501,Maruti Swift VXI,680000,17000,Petrol,Manual,1st Owner,1197 cc,8 Seats,2
4502,Maruti Vitara Brezza,775000,72000,Diesel,Manual,1st Owner,1498 cc,7 Seats,7
4503,Mahindra Scorpio 1.99,1000000,75000,Diesel,Manual,2nd Owner,1248 cc,5 Seats,7
4504,Hyundai i20 Asta,819999,30000,Petrol,Automatic,1st Owner,2184 cc,5 Seats,3
4505,Hyundai Creta SX,1775000,60000,Diesel,Automatic,1st Owner,1497 cc,5 Seats,3
4506,Honda Amaze V,875000,50000,Diesel,Automatic,1st Owner,2494 cc,5 Seats,4
4507,Honda Amaze VX,925000,12000,Petrol,Automatic,1st Owner,1493 cc,5 Seats,1
4508,Maruti Swift VXI,575000,67000,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
4509,Ford Ecosport 1.5,1050000,50000,Diesel,Manual,1st Owner,1956 cc,5 Seats,3
4510,Maruti Ciaz ZDi,675000,97000,Diesel,Manual,1st Owner,1582 cc,7 Seats,7
4511,Mahindra Thar LX,1650000,17000,Diesel,Automatic,1st Owner,1497 cc,5 Seats,2
4512,Mahindra XUV300 W8,1050000,65000,Diesel,Manual,1st Owner,1995 cc,5 Seats,3
4513,Toyota Innova 2.5,825000,137000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,8
4514,Mahindra Bolero Power,750000,48000,Diesel,Manual,1st Owner,1396 cc,5 Seats,6
4515,Maruti Swift Dzire,675000,13000,Petrol,Manual,1st Owner,2755 cc,5 Seats,3
4516,MG Hector Sharp,1775000,52000,Diesel,Manual,1st Owner,1248 cc,5 Seats,2
4517,Hyundai Creta 1.6,975000,68000,Diesel,Manual,2nd Owner,1493 cc,7 Seats,6
4518,Mahindra XUV300 W8,1025000,82000,Diesel,Manual,1st Owner,1248 cc,5 Seats,4
4519,Renault Koleos 4X4,620000,120000,Diesel,Manual,1st Owner,1995 cc,7 Seats,7
4520,Honda City EXi,290000,120000,Petrol,Manual,2nd Owner,1493 cc,5 Seats,15
4521,Hyundai i20 Asta,690000,65000,Diesel,Manual,1st Owner,1582 cc,5 Seats,6
4522,Toyota Fortuner 2.8,3700000,67000,Diesel,Automatic,1st Owner,2755 cc,5 Seats,4
4523,Maruti Ciaz ZDi,725000,79000,Diesel,Manual,1st Owner,1498 cc,5 Seats,6
4524,Hyundai Creta SX,1850000,9000,Diesel,Manual,1st Owner,2393 cc,5 Seats,2
4525,Maruti Swift Dzire,730000,64000,Diesel,Manual,1st Owner,1248 cc,5 Seats,5
4526,BMW X1 sDrive20d,3200000,18000,Diesel,Automatic,1st Owner,1396 cc,5 Seats,3
4527,Kia Seltos HTX,1825000,38000,Diesel,Manual,1st Owner,1956 cc,5 Seats,1
4528,Hyundai Verna CRDi,890000,84000,Diesel,Manual,1st Owner,1582 cc,7 Seats,5
4529,Toyota Fortuner 2.8,2900000,95000,Diesel,Automatic,1st Owner,1197 cc,7 Seats,6
4530,Honda Amaze VX,790000,51000,Diesel,Manual,1st Owner,1497 cc,5 Seats,5
4531,Toyota Innova Crysta,2100000,90000,Diesel,Manual,2nd Owner,1493 cc,7 Seats,4
4532,Maruti Swift DDiS,600000,65000,Diesel,Manual,1st Owner,1198 cc,5 Seats,4
4533,Hyundai i20 Asta,700000,69000,Diesel,Manual,1st Owner,3198 cc,5 Seats,7
